UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,Bus average LMP,North LMP,Hub average LMP
2024-01-01 06:15:00,2024-01-01 00:00:00,2024-01-01 00:15:00,2024-01-01,1,12.77,13.72,12.58
2024-01-01 06:30:00,2024-01-01 00:15:00,2024-01-01 00:30:00,2024-01-01,1,13.62,14.47,13.45
2024-01-01 06:45:00,2024-01-01 00:30:00,2024-01-01 00:45:00,2024-01-01,1,14.67,15.51,14.51
2024-01-01 07:00:00,2024-01-01 00:45:00,2024-01-01 01:00:00,2024-01-01,1,15.12,15.78,14.99
2024-01-01 07:15:00,2024-01-01 01:00:00,2024-01-01 01:15:00,2024-01-01,2,15.41,15.79,15.34
2024-01-01 07:30:00,2024-01-01 01:15:00,2024-01-01 01:30:00,2024-01-01,2,16.44,16.6,16.41
2024-01-01 07:45:00,2024-01-01 01:30:00,2024-01-01 01:45:00,2024-01-01,2,16.06,16.01,16.24
2024-01-01 08:00:00,2024-01-01 01:45:00,2024-01-01 02:00:00,2024-01-01,2,15.97,15.96,16.03
2024-01-01 08:15:00,2024-01-01 02:00:00,2024-01-01 02:15:00,2024-01-01,3,16.06,16.06,16.06
2024-01-01 08:30:00,2024-01-01 02:15:00,2024-01-01 02:30:00,2024-01-01,3,17.15,17.15,17.15
2024-01-01 08:45:00,2024-01-01 02:30:00,2024-01-01 02:45:00,2024-01-01,3,17.23,17.23,17.23
2024-01-01 09:00:00,2024-01-01 02:45:00,2024-01-01 03:00:00,2024-01-01,3,17.43,17.54,17.41
2024-01-01 09:15:00,2024-01-01 03:00:00,2024-01-01 03:15:00,2024-01-01,4,17.71,17.71,17.71
2024-01-01 09:30:00,2024-01-01 03:15:00,2024-01-01 03:30:00,2024-01-01,4,17.89,17.89,17.89
2024-01-01 09:45:00,2024-01-01 03:30:00,2024-01-01 03:45:00,2024-01-01,4,17.97,17.97,17.97
2024-01-01 10:00:00,2024-01-01 03:45:00,2024-01-01 04:00:00,2024-01-01,4,18.24,18.24,18.24
2024-01-01 10:15:00,2024-01-01 04:00:00,2024-01-01 04:15:00,2024-01-01,5,20.41,20.5,20.39
2024-01-01 10:30:00,2024-01-01 04:15:00,2024-01-01 04:30:00,2024-01-01,5,19.38,19.49,19.36
2024-01-01 10:45:00,2024-01-01 04:30:00,2024-01-01 04:45:00,2024-01-01,5,20.65,20.79,20.63
2024-01-01 11:00:00,2024-01-01 04:45:00,2024-01-01 05:00:00,2024-01-01,5,21.66,21.85,21.63
2024-01-01 11:15:00,2024-01-01 05:00:00,2024-01-01 05:15:00,2024-01-01,6,24.05,24.28,24.01
2024-01-01 11:30:00,2024-01-01 05:15:00,2024-01-01 05:30:00,2024-01-01,6,21.64,21.8,21.61
2024-01-01 11:45:00,2024-01-01 05:30:00,2024-01-01 05:45:00,2024-01-01,6,21.94,22.08,21.91
2024-01-01 12:00:00,2024-01-01 05:45:00,2024-01-01 06:00:00,2024-01-01,6,21.68,21.72,21.67
2024-01-01 12:15:00,2024-01-01 06:00:00,2024-01-01 06:15:00,2024-01-01,7,27.57,27.57,27.57
2024-01-01 12:30:00,2024-01-01 06:15:00,2024-01-01 06:30:00,2024-01-01,7,26.0,25.99,26.02
2024-01-01 12:45:00,2024-01-01 06:30:00,2024-01-01 06:45:00,2024-01-01,7,24.79,24.79,24.8
2024-01-01 13:00:00,2024-01-01 06:45:00,2024-01-01 07:00:00,2024-01-01,7,26.31,26.31,26.31
2024-01-01 13:15:00,2024-01-01 07:00:00,2024-01-01 07:15:00,2024-01-01,8,27.9,27.9,27.9
2024-01-01 13:30:00,2024-01-01 07:15:00,2024-01-01 07:30:00,2024-01-01,8,30.04,30.04,30.04
2024-01-01 13:45:00,2024-01-01 07:30:00,2024-01-01 07:45:00,2024-01-01,8,33.91,33.91,33.91
2024-01-01 14:00:00,2024-01-01 07:45:00,2024-01-01 08:00:00,2024-01-01,8,32.5,32.5,32.5
2024-01-01 14:15:00,2024-01-01 08:00:00,2024-01-01 08:15:00,2024-01-01,9,68.65,68.65,68.65
2024-01-01 14:30:00,2024-01-01 08:15:00,2024-01-01 08:30:00,2024-01-01,9,45.07,45.07,45.07
2024-01-01 14:45:00,2024-01-01 08:30:00,2024-01-01 08:45:00,2024-01-01,9,26.05,26.05,26.05
2024-01-01 15:00:00,2024-01-01 08:45:00,2024-01-01 09:00:00,2024-01-01,9,20.61,20.61,20.61
2024-01-01 15:15:00,2024-01-01 09:00:00,2024-01-01 09:15:00,2024-01-01,10,21.76,21.76,21.76
2024-01-01 15:30:00,2024-01-01 09:15:00,2024-01-01 09:30:00,2024-01-01,10,22.82,22.82,22.82
2024-01-01 15:45:00,2024-01-01 09:30:00,2024-01-01 09:45:00,2024-01-01,10,21.68,21.68,21.68
2024-01-01 16:00:00,2024-01-01 09:45:00,2024-01-01 10:00:00,2024-01-01,10,23.05,23.05,23.05
2024-01-01 16:15:00,2024-01-01 10:00:00,2024-01-01 10:15:00,2024-01-01,11,22.93,22.93,22.93
2024-01-01 16:30:00,2024-01-01 10:15:00,2024-01-01 10:30:00,2024-01-01,11,22.37,22.37,22.37
2024-01-01 16:45:00,2024-01-01 10:30:00,2024-01-01 10:45:00,2024-01-01,11,21.98,21.98,21.98
2024-01-01 17:00:00,2024-01-01 10:45:00,2024-01-01 11:00:00,2024-01-01,11,21.63,21.63,21.63
