UTC Timestamp (Interval Ending),Local Timestamp Central Time (Interval Beginning),Local Timestamp Central Time (Interval Ending),Local Date,Hour Number,Bus average LMP,North LMP,Hub average LMP
2023-01-01 06:15:00,2023-01-01 00:00:00,2023-01-01 00:15:00,2023-01-01,1,-2.56,-2.56,-2.56
2023-01-01 06:30:00,2023-01-01 00:15:00,2023-01-01 00:30:00,2023-01-01,1,-2.34,-2.34,-2.34
2023-01-01 06:45:00,2023-01-01 00:30:00,2023-01-01 00:45:00,2023-01-01,1,-1.96,-1.96,-1.95
2023-01-01 07:00:00,2023-01-01 00:45:00,2023-01-01 01:00:00,2023-01-01,1,-1.6,-1.61,-1.58
2023-01-01 07:15:00,2023-01-01 01:00:00,2023-01-01 01:15:00,2023-01-01,2,-1.49,-1.51,-1.47
2023-01-01 07:30:00,2023-01-01 01:15:00,2023-01-01 01:30:00,2023-01-01,2,-0.74,-0.76,-0.73
2023-01-01 07:45:00,2023-01-01 01:30:00,2023-01-01 01:45:00,2023-01-01,2,-1.16,-1.17,-1.14
2023-01-01 08:00:00,2023-01-01 01:45:00,2023-01-01 02:00:00,2023-01-01,2,-1.14,-1.16,-1.13
2023-01-01 08:15:00,2023-01-01 02:00:00,2023-01-01 02:15:00,2023-01-01,3,-1.0,-1.01,-1.0
2023-01-01 08:30:00,2023-01-01 02:15:00,2023-01-01 02:30:00,2023-01-01,3,-1.17,-1.17,-1.17
2023-01-01 08:45:00,2023-01-01 02:30:00,2023-01-01 02:45:00,2023-01-01,3,-1.16,-1.16,-1.16
2023-01-01 09:00:00,2023-01-01 02:45:00,2023-01-01 03:00:00,2023-01-01,3,-1.34,-1.34,-1.33
2023-01-01 09:15:00,2023-01-01 03:00:00,2023-01-01 03:15:00,2023-01-01,4,-0.05,-0.07,-0.04
2023-01-01 09:30:00,2023-01-01 03:15:00,2023-01-01 03:30:00,2023-01-01,4,0.0,0.0,0.0
2023-01-01 09:45:00,2023-01-01 03:30:00,2023-01-01 03:45:00,2023-01-01,4,0.0,0.0,0.0
2023-01-01 10:00:00,2023-01-01 03:45:00,2023-01-01 04:00:00,2023-01-01,4,0.0,0.0,0.0
2023-01-01 10:15:00,2023-01-01 04:00:00,2023-01-01 04:15:00,2023-01-01,5,0.0,0.0,0.0
2023-01-01 10:30:00,2023-01-01 04:15:00,2023-01-01 04:30:00,2023-01-01,5,-1.48,-1.48,-1.48
2023-01-01 10:45:00,2023-01-01 04:30:00,2023-01-01 04:45:00,2023-01-01,5,-0.87,-0.87,-0.87
2023-01-01 11:00:00,2023-01-01 04:45:00,2023-01-01 05:00:00,2023-01-01,5,-0.9,-0.9,-0.9
2023-01-01 11:15:00,2023-01-01 05:00:00,2023-01-01 05:15:00,2023-01-01,6,-1.55,-1.55,-1.55
2023-01-01 11:30:00,2023-01-01 05:15:00,2023-01-01 05:30:00,2023-01-01,6,-1.5,-1.5,-1.5
2023-01-01 11:45:00,2023-01-01 05:30:00,2023-01-01 05:45:00,2023-01-01,6,-0.3,-0.3,-0.3
2023-01-01 12:00:00,2023-01-01 05:45:00,2023-01-01 06:00:00,2023-01-01,6,0.62,0.62,0.62
2023-01-01 12:15:00,2023-01-01 06:00:00,2023-01-01 06:15:00,2023-01-01,7,2.45,2.44,2.4
2023-01-01 12:30:00,2023-01-01 06:15:00,2023-01-01 06:30:00,2023-01-01,7,2.64,2.62,2.57
2023-01-01 12:45:00,2023-01-01 06:30:00,2023-01-01 06:45:00,2023-01-01,7,4.19,4.16,4.04
2023-01-01 13:00:00,2023-01-01 06:45:00,2023-01-01 07:00:00,2023-01-01,7,7.87,7.84,7.72
2023-01-01 13:15:00,2023-01-01 07:00:00,2023-01-01 07:15:00,2023-01-01,8,11.93,11.88,11.68
2023-01-01 13:30:00,2023-01-01 07:15:00,2023-01-01 07:30:00,2023-01-01,8,15.33,15.27,15.02
2023-01-01 13:45:00,2023-01-01 07:30:00,2023-01-01 07:45:00,2023-01-01,8,17.62,17.55,17.25
2023-01-01 14:00:00,2023-01-01 07:45:00,2023-01-01 08:00:00,2023-01-01,8,18.82,18.72,18.29
2023-01-01 14:15:00,2023-01-01 08:00:00,2023-01-01 08:15:00,2023-01-01,9,22.51,22.4,21.96
2023-01-01 14:30:00,2023-01-01 08:15:00,2023-01-01 08:30:00,2023-01-01,9,17.91,17.86,17.63
2023-01-01 14:45:00,2023-01-01 08:30:00,2023-01-01 08:45:00,2023-01-01,9,10.73,10.69,10.52
2023-01-01 15:00:00,2023-01-01 08:45:00,2023-01-01 09:00:00,2023-01-01,9,14.3,14.24,14.01
2023-01-01 15:15:00,2023-01-01 09:00:00,2023-01-01 09:15:00,2023-01-01,10,10.88,10.87,10.81
2023-01-01 15:30:00,2023-01-01 09:15:00,2023-01-01 09:30:00,2023-01-01,10,2.9,2.9,2.9
2023-01-01 15:45:00,2023-01-01 09:30:00,2023-01-01 09:45:00,2023-01-01,10,9.95,9.91,9.76
2023-01-01 16:00:00,2023-01-01 09:45:00,2023-01-01 10:00:00,2023-01-01,10,15.24,15.21,15.08
2023-01-01 16:15:00,2023-01-01 10:00:00,2023-01-01 10:15:00,2023-01-01,11,20.22,20.22,20.21
2023-01-01 16:30:00,2023-01-01 10:15:00,2023-01-01 10:30:00,2023-01-01,11,23.7,23.67,23.55
2023-01-01 16:45:00,2023-01-01 10:30:00,2023-01-01 10:45:00,2023-01-01,11,25.1,25.0,24.62
2023-01-01 17:00:00,2023-01-01 10:45:00,2023-01-01 11:00:00,2023-01-01,11,17.74,17.7,17.52
2023-01-01 17:15:00,2023-01-01 11:00:00,2023-01-01 11:15:00,2023-01-01,12,21.03,20.95,20.62
2023-01-01 17:30:00,2023-01-01 11:15:00,2023-01-01 11:30:00,2023-01-01,12,21.69,21.61,21.26
2023-01-01 17:45:00,2023-01-01 11:30:00,2023-01-01 11:45:00,2023-01-01,12,17.6,17.53,17.26
2023-01-01 18:00:00,2023-01-01 11:45:00,2023-01-01 12:00:00,2023-01-01,12,12.11,12.07,11.88
2023-01-01 18:15:00,2023-01-01 12:00:00,2023-01-01 12:15:00,2023-01-01,13,12.89,12.85,12.7
2023-01-01 18:30:00,2023-01-01 12:15:00,2023-01-01 12:30:00,2023-01-01,13,15.8,15.73,15.47
2023-01-01 18:45:00,2023-01-01 12:30:00,2023-01-01 12:45:00,2023-01-01,13,19.2,19.58,18.69
2023-01-01 19:00:00,2023-01-01 12:45:00,2023-01-01 13:00:00,2023-01-01,13,21.87,22.31,21.31
2023-01-01 19:15:00,2023-01-01 13:00:00,2023-01-01 13:15:00,2023-01-01,14,20.43,20.84,19.91
2023-01-01 19:30:00,2023-01-01 13:15:00,2023-01-01 13:30:00,2023-01-01,14,36.69,37.29,35.8
2023-01-01 19:45:00,2023-01-01 13:30:00,2023-01-01 13:45:00,2023-01-01,14,21.6,21.55,21.17
2023-01-01 20:00:00,2023-01-01 13:45:00,2023-01-01 14:00:00,2023-01-01,14,23.11,23.03,22.69
2023-01-01 20:15:00,2023-01-01 14:00:00,2023-01-01 14:15:00,2023-01-01,15,40.16,40.05,39.6
2023-01-01 20:30:00,2023-01-01 14:15:00,2023-01-01 14:30:00,2023-01-01,15,33.68,33.69,33.11
2023-01-01 20:45:00,2023-01-01 14:30:00,2023-01-01 14:45:00,2023-01-01,15,22.47,22.54,22.45
2023-01-01 21:00:00,2023-01-01 14:45:00,2023-01-01 15:00:00,2023-01-01,15,17.66,17.78,17.63
2023-01-01 21:15:00,2023-01-01 15:00:00,2023-01-01 15:15:00,2023-01-01,16,23.99,24.07,23.9
2023-01-01 21:30:00,2023-01-01 15:15:00,2023-01-01 15:30:00,2023-01-01,16,27.07,27.05,26.94
2023-01-01 21:45:00,2023-01-01 15:30:00,2023-01-01 15:45:00,2023-01-01,16,30.63,30.62,30.57
2023-01-01 22:00:00,2023-01-01 15:45:00,2023-01-01 16:00:00,2023-01-01,16,31.88,31.86,31.77
2023-01-01 22:15:00,2023-01-01 16:00:00,2023-01-01 16:15:00,2023-01-01,17,45.81,45.81,45.81
2023-01-01 22:30:00,2023-01-01 16:15:00,2023-01-01 16:30:00,2023-01-01,17,36.95,36.91,36.73
2023-01-01 22:45:00,2023-01-01 16:30:00,2023-01-01 16:45:00,2023-01-01,17,66.99,66.77,65.87
2023-01-01 23:00:00,2023-01-01 16:45:00,2023-01-01 17:00:00,2023-01-01,17,36.89,36.89,36.87
2023-01-01 23:15:00,2023-01-01 17:00:00,2023-01-01 17:15:00,2023-01-01,18,37.03,37.03,37.03
2023-01-01 23:30:00,2023-01-01 17:15:00,2023-01-01 17:30:00,2023-01-01,18,62.34,62.05,60.88
2023-01-01 23:45:00,2023-01-01 17:30:00,2023-01-01 17:45:00,2023-01-01,18,34.9,34.75,34.14
2023-01-02 00:00:00,2023-01-01 17:45:00,2023-01-01 18:00:00,2023-01-01,18,32.46,32.46,32.46
2023-01-02 00:15:00,2023-01-01 18:00:00,2023-01-01 18:15:00,2023-01-01,19,26.62,26.62,26.62
2023-01-02 00:30:00,2023-01-01 18:15:00,2023-01-01 18:30:00,2023-01-01,19,17.21,17.21,17.21
2023-01-02 00:45:00,2023-01-01 18:30:00,2023-01-01 18:45:00,2023-01-01,19,14.42,14.42,14.42
2023-01-02 01:00:00,2023-01-01 18:45:00,2023-01-01 19:00:00,2023-01-01,19,12.31,12.35,12.3
2023-01-02 01:15:00,2023-01-01 19:00:00,2023-01-01 19:15:00,2023-01-01,20,8.2,8.26,8.19
2023-01-02 01:30:00,2023-01-01 19:15:00,2023-01-01 19:30:00,2023-01-01,20,2.63,2.66,2.62
2023-01-02 01:45:00,2023-01-01 19:30:00,2023-01-01 19:45:00,2023-01-01,20,4.91,4.97,4.9
2023-01-02 02:00:00,2023-01-01 19:45:00,2023-01-01 20:00:00,2023-01-01,20,7.4,7.41,7.4
2023-01-02 02:15:00,2023-01-01 20:00:00,2023-01-01 20:15:00,2023-01-01,21,7.9,7.9,7.9
2023-01-02 02:30:00,2023-01-01 20:15:00,2023-01-01 20:30:00,2023-01-01,21,7.72,7.72,7.72
2023-01-02 02:45:00,2023-01-01 20:30:00,2023-01-01 20:45:00,2023-01-01,21,10.42,10.42,10.42
2023-01-02 03:00:00,2023-01-01 20:45:00,2023-01-01 21:00:00,2023-01-01,21,10.51,10.51,10.51
2023-01-02 03:15:00,2023-01-01 21:00:00,2023-01-01 21:15:00,2023-01-01,22,10.84,10.84,10.84
2023-01-02 03:30:00,2023-01-01 21:15:00,2023-01-01 21:30:00,2023-01-01,22,2.85,2.85,2.85
2023-01-02 03:45:00,2023-01-01 21:30:00,2023-01-01 21:45:00,2023-01-01,22,2.11,2.11,2.11
2023-01-02 04:00:00,2023-01-01 21:45:00,2023-01-01 22:00:00,2023-01-01,22,2.04,2.04,2.04
2023-01-02 04:15:00,2023-01-01 22:00:00,2023-01-01 22:15:00,2023-01-01,23,2.42,2.42,2.42
2023-01-02 04:30:00,2023-01-01 22:15:00,2023-01-01 22:30:00,2023-01-01,23,1.87,1.88,1.87
2023-01-02 04:45:00,2023-01-01 22:30:00,2023-01-01 22:45:00,2023-01-01,23,1.52,1.54,1.51
2023-01-02 05:00:00,2023-01-01 22:45:00,2023-01-01 23:00:00,2023-01-01,23,-0.26,-0.26,-0.26
2023-01-02 05:15:00,2023-01-01 23:00:00,2023-01-01 23:15:00,2023-01-01,24,-1.49,-1.49,-1.49
2023-01-02 05:30:00,2023-01-01 23:15:00,2023-01-01 23:30:00,2023-01-01,24,-1.82,-1.81,-1.82
2023-01-02 05:45:00,2023-01-01 23:30:00,2023-01-01 23:45:00,2023-01-01,24,-2.33,-2.31,-2.33
2023-01-02 06:00:00,2023-01-01 23:45:00,2023-01-02 00:00:00,2023-01-01,24,-2.34,-2.33,-2.34
2023-01-02 06:15:00,2023-01-02 00:00:00,2023-01-02 00:15:00,2023-01-02,1,-2.61,-2.6,-2.61
2023-01-02 06:30:00,2023-01-02 00:15:00,2023-01-02 00:30:00,2023-01-02,1,-2.92,-2.91,-2.92
2023-01-02 06:45:00,2023-01-02 00:30:00,2023-01-02 00:45:00,2023-01-02,1,-4.45,-4.45,-4.45
2023-01-02 07:00:00,2023-01-02 00:45:00,2023-01-02 01:00:00,2023-01-02,1,-5.42,-5.42,-5.42
