Local Date,North LMP
2020-01-01,16.194193548387098
2020-02-01,17.55361709770115
2020-03-01,24.317469717362048
2020-04-01,18.198409722222223
2020-05-01,16.134512768817203
2020-06-01,15.0338125
2020-07-01,19.57288306451613
2020-08-01,34.23047715053763
2020-09-01,20.64914236111111
2020-10-01,31.233867607526882
2020-11-01,23.716461591936042
2020-12-01,20.18969086021505
2021-01-01,20.95456323777403
2021-02-01,1525.8109318862275
2021-03-01,19.611050151464152
2021-04-01,44.55214832869081
2021-05-01,24.423993277310927
2021-06-01,39.33065277777778
2021-07-01,37.26138870208473
2021-08-01,36.43879704301075
2021-09-01,42.34332407085793
2021-10-01,48.741266846361185
2021-11-01,41.955963876345955
2021-12-01,27.624660161507403
2022-01-01,30.709153225806453
2022-02-01,48.04917782738095
2022-03-01,32.99960296096905
2022-04-01,48.90510416666667
2022-05-01,76.07854838709677
2022-06-01,63.86575694444445
2022-07-01,146.63844758064516
2022-08-01,89.8500806451613
2022-09-01,63.918253472222226
2022-10-01,48.6463440860215
2022-11-01,40.554847434119274
2022-12-01,53.27306451612904
2023-01-01,23.27753696236559
2023-02-01,18.141718750000003
2023-03-01,24.18833781965007
2023-04-01,19.577256944444443
2023-05-01,28.56198252688172
2023-06-01,61.71006944444444
2023-07-01,43.655574596774194
2023-08-01,196.1067137096774
2023-09-01,87.4964375
2023-10-01,26.23788306451613
2023-11-01,28.25117545076283
2023-12-01,19.603763440860217
2024-01-01,33.514959677419355
2024-02-01,13.985549568965515
2024-03-01,16.747533647375505
2024-04-01,23.379902777777776
2024-05-01,35.06717405913979
2024-06-01,27.267621527777777
2024-07-01,22.309301075268817
2024-08-01,34.43637432795699
2024-09-01,23.77619097222222
2024-10-01,23.079640456989246
2024-11-01,31.217399445214976
2024-12-01,25.17086021505376
2025-01-01,33.032970598175055
2025-02-01,27.356428571428573
